,filename, width, height,xmin,ymin,xmax,ymax,class
50,000000000257.jpg,480,640,301.98,260.82,309.07,275.0,backpack
51,000000000257.jpg,480,640,473.61,320.43,498.39,334.38,backpack
52,000000000257.jpg,480,640,89.93,177.97,104.96,192.62,backpack
53,000000000257.jpg,480,640,93.13,344.24,99.01,356.72,backpack
54,000000000257.jpg,480,640,537.16,328.86,551.24,368.68,backpack
55,000000000257.jpg,480,640,295.6,261.4,301.99,273.6,backpack
56,000000000257.jpg,480,640,55.4,299.17,60.28,303.47,backpack
57,000000000257.jpg,480,640,138.11,325.59,153.66,364.04,backpack
58,000000000257.jpg,480,640,208.91,341.48,220.12,370.53,backpack
59,000000000257.jpg,480,640,472.6,340.88,478.74,345.48,backpack
60,000000000257.jpg,480,640,55.24,301.11,196.47,360.95,backpack
61,000000000257.jpg,480,640,77.65,326.41,97.95,374.58,backpack
62,000000000257.jpg,480,640,139.57,345.58,211.09,480.0,backpack
63,000000000257.jpg,480,640,125.19,325.45,135.32,362.48,backpack
64,000000000257.jpg,480,640,316.72,334.13,336.89,408.93,backpack
65,000000000257.jpg,480,640,89.3,197.24,112.83,230.02,backpack
66,000000000257.jpg,480,640,50.27,199.13,75.36,222.89,backpack
67,000000000257.jpg,480,640,249.17,277.96,454.11,400.93,backpack
68,000000000257.jpg,480,640,508.45,304.48,639.21,368.36,backpack
69,000000000257.jpg,480,640,236.74,326.46,265.12,406.18,backpack
70,000000000257.jpg,480,640,176.16,362.21,226.56,417.7,backpack
71,000000000257.jpg,480,640,264.09,330.65,280.46,403.53,backpack
72,000000000257.jpg,480,640,287.83,337.14,320.98,414.14,backpack
73,000000000257.jpg,480,640,570.98,327.79,585.73,370.03,backpack
74,000000000257.jpg,480,640,211.62,332.49,233.9,392.98,backpack
75,000000000263.jpg,640,591,1.66,13.3,388.99,605.09,elephant
76,000000000263.jpg,640,591,156.41,169.33,591.0,632.83,elephant
77,000000000307.jpg,480,640,384.0,49.38,432.22,65.95,dog
78,000000000307.jpg,480,640,351.64,366.74,421.75,473.53,dog
79,000000000307.jpg,480,640,406.3,197.82,577.94,365.58,dog
80,000000000308.jpg,426,640,0.0,47.31,185.08,426.0,umbrella
81,000000000308.jpg,426,640,45.74,15.34,208.71,281.23,umbrella
82,000000000308.jpg,426,640,111.18,78.76,145.69,166.56,umbrella
83,000000000308.jpg,426,640,381.09,23.47,556.89,419.44,umbrella
84,000000000308.jpg,426,640,364.5,223.93,388.95,283.71,umbrella
85,000000000308.jpg,426,640,235.4,149.48,260.25,208.06,umbrella
86,000000000308.jpg,426,640,436.24,237.87,449.33,250.96,umbrella
87,000000000308.jpg,426,640,134.68,28.65,268.4,424.09,umbrella
88,000000000308.jpg,426,640,0.0,236.45,119.66,421.21,umbrella
89,000000000308.jpg,426,640,146.34,156.05,196.0,255.36,umbrella
90,000000000308.jpg,426,640,276.24,63.14,363.85,137.7,umbrella
91,000000000308.jpg,426,640,0.03,170.46,67.58,297.64,umbrella
92,000000000308.jpg,426,640,345.8,73.1,395.69,249.38,umbrella
93,000000000312.jpg,427,640,419.34,249.44,567.06,372.09,elephant
94,000000000312.jpg,427,640,2.88,185.19,229.33,392.46,elephant
95,000000000312.jpg,427,640,225.83,193.98,434.68,374.92,elephant
96,000000000312.jpg,427,640,322.22,294.57,403.13,375.74,elephant
97,000000000312.jpg,427,640,491.41,176.27,640.0,375.68,elephant
98,000000000312.jpg,427,640,469.94,230.67,513.95,372.4,elephant
99,000000000315.jpg,427,640,587.28,155.77,593.07,168.72,umbrella
100,000000000315.jpg,427,640,183.79,369.11,302.78,427.0,umbrella
101,000000000315.jpg,427,640,325.41,172.63,340.56,209.09,umbrella
102,000000000315.jpg,427,640,208.08,249.08,292.95,295.49,umbrella
103,000000000315.jpg,427,640,16.63,249.3,156.08,358.63,umbrella
104,000000000315.jpg,427,640,464.18,106.26,530.77,138.64,umbrella
105,000000000315.jpg,427,640,222.0,265.39,294.91,295.23,umbrella
106,000000000315.jpg,427,640,300.73,182.05,327.16,215.34,umbrella
107,000000000315.jpg,427,640,0.0,323.2,63.34,407.6,umbrella
108,000000000315.jpg,427,640,222.21,245.04,282.52,264.58,umbrella
109,000000000315.jpg,427,640,233.05,290.74,309.72,309.91,umbrella
110,000000000315.jpg,427,640,3.33,401.49,104.25,421.45,umbrella
111,000000000315.jpg,427,640,216.27,220.78,267.49,244.11,umbrella
112,000000000315.jpg,427,640,13.47,95.22,225.58,227.91,umbrella
113,000000000315.jpg,427,640,142.01,116.77,295.54,206.01,umbrella
114,000000000315.jpg,427,640,227.26,130.18,316.52,197.92,umbrella
115,000000000315.jpg,427,640,130.5,117.07,254.28,220.7,umbrella
116,000000000315.jpg,427,640,0.0,137.22,78.68,247.56,umbrella
117,000000000315.jpg,427,640,0.0,96.66,159.53,357.45,umbrella
118,000000000315.jpg,427,640,423.91,42.74,462.13,132.61,umbrella
119,000000000315.jpg,427,640,375.26,134.42,425.01,159.14,umbrella
120,000000000315.jpg,427,640,281.04,114.62,370.19,135.19,umbrella
121,000000000315.jpg,427,640,280.63,131.3,348.44,172.89,umbrella
122,000000000315.jpg,427,640,124.49,219.59,209.78,392.69,umbrella
123,000000000315.jpg,427,640,532.23,186.95,578.55,243.03,umbrella
124,000000000315.jpg,427,640,542.18,159.83,566.4,202.44,umbrella
125,000000000315.jpg,427,640,575.41,195.26,625.6,242.76,umbrella
126,000000000315.jpg,427,640,546.97,139.88,560.86,174.01,umbrella
127,000000000315.jpg,427,640,325.78,130.7,409.78,170.57,umbrella
128,000000000315.jpg,427,640,93.06,388.46,152.83,421.7,umbrella
129,000000000315.jpg,427,640,203.42,275.39,495.13,405.89,umbrella
130,000000000315.jpg,427,640,202.91,111.75,331.31,182.86,umbrella
131,000000000315.jpg,427,640,211.05,223.8,274.27,248.9,umbrella
132,000000000315.jpg,427,640,623.03,162.55,630.55,188.55,umbrella
133,000000000315.jpg,427,640,493.48,148.66,542.57,333.37,umbrella
134,000000000315.jpg,427,640,102.67,358.57,144.06,370.34,umbrella
135,000000000315.jpg,427,640,116.31,327.06,180.04,389.23,umbrella
136,000000000315.jpg,427,640,45.0,169.0,572.0,290.0,umbrella
137,000000000315.jpg,427,640,384.0,109.0,488.0,172.0,umbrella
138,000000000315.jpg,427,640,338.69,139.27,400.53,331.9,umbrella
139,000000000328.jpg,491,640,434.75,283.15,469.76,301.79,backpack
140,000000000328.jpg,491,640,44.81,68.09,268.61,425.0,backpack
141,000000000328.jpg,491,640,197.91,90.52,403.04,479.86,backpack
142,000000000328.jpg,491,640,336.87,58.48,586.78,484.52,backpack
143,000000000328.jpg,491,640,0.6,104.76,588.27,479.5,backpack
144,000000000328.jpg,491,640,350.46,77.31,451.48,142.92,backpack
145,000000000328.jpg,491,640,462.06,177.54,480.37,221.35,backpack
146,000000000328.jpg,491,640,315.37,171.71,337.87,229.69,backpack
147,000000000328.jpg,491,640,12.03,171.36,131.48,250.99,backpack
148,000000000328.jpg,491,640,49.45,160.85,134.73,208.69,backpack
149,000000000328.jpg,491,640,245.65,220.95,332.09,258.37,backpack
150,000000000382.jpg,480,640,492.71,432.71,570.44,457.77,backpack
151,000000000382.jpg,480,640,517.71,365.61,534.9,388.66,backpack
152,000000000382.jpg,480,640,507.71,363.06,561.18,444.34,backpack
153,000000000389.jpg,480,640,0.0,256.72,141.3,478.92,backpack
154,000000000389.jpg,480,640,467.34,292.19,565.05,480.0,backpack
155,000000000389.jpg,480,640,91.3,249.63,183.0,420.25,backpack
156,000000000389.jpg,480,640,566.94,270.67,640.0,395.55,backpack
157,000000000389.jpg,480,640,516.91,269.97,590.71,415.95,backpack
158,000000000389.jpg,480,640,517.46,269.94,525.87,279.57,backpack
159,000000000389.jpg,480,640,140.99,84.05,509.06,473.65,backpack
160,000000000389.jpg,480,640,385.9,266.45,463.03,480.0,backpack
161,000000000389.jpg,480,640,562.5,371.81,639.74,479.84,backpack
162,000000000389.jpg,480,640,394.46,242.34,427.02,269.02,backpack
163,000000000389.jpg,480,640,306.65,300.73,372.08,480.0,backpack
164,000000000389.jpg,480,640,41.34,172.71,55.41,217.03,backpack
165,000000000389.jpg,480,640,170.84,285.24,218.83,332.59,backpack
166,000000000389.jpg,480,640,429.7,257.19,473.03,305.37,backpack
167,000000000597.jpg,248,640,1.67,154.93,56.84,188.37,elephant
168,000000000597.jpg,248,640,134.39,154.58,193.93,189.17,elephant
169,000000000597.jpg,248,640,196.39,142.72,271.69,190.1,elephant
170,000000000597.jpg,248,640,467.93,149.9,540.81,193.24,elephant
171,000000000597.jpg,248,640,383.54,148.45,452.66,191.47,elephant
172,000000000597.jpg,248,640,337.93,167.85,378.7,191.31,elephant
173,000000000597.jpg,248,640,89.53,162.19,124.38,188.33,elephant
174,000000000722.jpg,457,640,113.1,228.23,179.8,257.55,backpack
175,000000000722.jpg,457,640,0.0,215.57,46.05,248.52,backpack
176,000000000722.jpg,457,640,241.32,238.78,350.42,279.19,backpack
177,000000000722.jpg,457,640,59.0,185.0,602.0,303.0,backpack
178,000000000722.jpg,457,640,393.98,251.44,405.23,269.52,backpack
179,000000000722.jpg,457,640,444.94,251.33,457.89,270.97,backpack
180,000000000722.jpg,457,640,228.58,258.12,246.71,277.8,backpack
181,000000000722.jpg,457,640,383.06,278.08,409.94,304.23,backpack
182,000000000722.jpg,457,640,192.91,243.06,242.13,265.16,backpack
183,000000000722.jpg,457,640,253.43,249.87,368.1,292.38,backpack
184,000000000722.jpg,457,640,145.41,136.22,155.55,163.39,backpack
185,000000000722.jpg,457,640,23.76,138.87,34.45,169.34,backpack
186,000000000722.jpg,457,640,157.08,103.71,534.69,207.99,backpack
187,000000000722.jpg,457,640,587.95,184.94,640.0,292.71,backpack
188,000000000722.jpg,457,640,250.63,237.15,263.32,255.93,backpack
189,000000000722.jpg,457,640,96.64,0.0,155.7,8.44,backpack
190,000000000722.jpg,457,640,415.83,238.28,436.41,305.18,backpack
191,000000000722.jpg,457,640,482.71,241.4,498.68,290.21,backpack
192,000000000722.jpg,457,640,392.64,243.49,414.55,301.58,backpack
193,000000000722.jpg,457,640,80.15,248.93,139.28,387.13,backpack
194,000000000722.jpg,457,640,164.57,255.37,228.94,387.21,backpack
195,000000000722.jpg,457,640,576.71,253.78,592.28,301.07,backpack
196,000000000722.jpg,457,640,476.37,246.69,496.01,301.3,backpack
197,000000000722.jpg,457,640,550.55,19.36,640.0,124.73,backpack
198,000000000722.jpg,457,640,438.6,242.03,463.19,304.17,backpack
199,000000000722.jpg,457,640,459.42,247.32,474.84,300.52,backpack
200,000000000927.jpg,612,612,284.1,489.41,521.35,588.6,backpack
201,000000000927.jpg,612,612,528.79,105.65,593.82,163.5,backpack
202,000000000927.jpg,612,612,449.35,88.25,485.26,228.33,backpack
203,000000000927.jpg,612,612,165.22,101.7,194.7,187.93,backpack
204,000000000927.jpg,612,612,11.03,109.34,44.25,292.44,backpack
205,000000000927.jpg,612,612,102.38,62.4,137.23,184.03,backpack
206,000000000927.jpg,612,612,275.0,197.91,311.73,212.22,backpack
207,000000000927.jpg,612,612,188.87,77.9,238.94,223.05,backpack
208,000000000927.jpg,612,612,331.44,35.53,470.35,555.38,backpack
209,000000000927.jpg,612,612,228.23,116.57,296.98,173.6,backpack
210,000000000927.jpg,612,612,134.9,86.37,166.03,192.76,backpack
211,000000000927.jpg,612,612,354.81,106.6,397.95,172.59,backpack
212,000000004338.jpg,443,640,273.24,276.86,348.38,348.11,bear
213,000000006437.jpg,640,426,87.73,23.01,425.71,488.99,bear
214,000000006481.jpg,640,427,15.82,1.44,348.04,523.51,bear
215,000000008285.jpg,480,640,108.86,430.12,236.96,480.0,umbrella
216,000000008285.jpg,480,640,0.03,428.97,34.57,479.4,umbrella
217,000000008285.jpg,480,640,21.57,185.53,146.7,331.15,umbrella
218,000000008285.jpg,480,640,29.89,315.06,84.63,424.09,umbrella
219,000000008285.jpg,480,640,504.35,389.45,578.04,461.42,umbrella
220,000000008285.jpg,480,640,298.28,320.62,329.81,422.0,umbrella
221,000000008285.jpg,480,640,343.01,364.58,485.39,473.53,umbrella
222,000000008285.jpg,480,640,255.71,370.29,331.56,472.14,umbrella
223,000000008285.jpg,480,640,142.22,348.44,267.85,474.07,umbrella
224,000000008285.jpg,480,640,175.82,40.28,469.59,329.92,umbrella
225,000000008285.jpg,480,640,0.0,334.38,120.81,480.0,umbrella
226,000000008350.jpg,430,640,4.43,0.48,209.95,429.93,dog
227,000000008350.jpg,430,640,373.26,93.27,600.02,192.85,dog
228,000000008351.jpg,481,640,0.97,92.99,336.89,469.8,dog
229,000000008351.jpg,481,640,102.03,130.21,411.04,478.08,dog
230,000000008351.jpg,481,640,434.19,117.03,564.3,249.87,dog
231,000000008401.jpg,427,640,12.5,141.37,216.39,342.37,bear
232,000000008401.jpg,427,640,314.01,184.62,433.01,276.72,bear
233,000000008401.jpg,427,640,504.7,90.41,583.58,248.17,bear
234,000000008436.jpg,640,640,256.0,248.81,398.38,395.51,umbrella
235,000000008436.jpg,640,640,46.39,234.05,181.06,471.69,umbrella
236,000000008436.jpg,640,640,96.38,252.73,225.74,476.29,umbrella
237,000000008436.jpg,640,640,173.44,237.01,289.5,482.05,umbrella
238,000000008436.jpg,640,640,106.88,300.1,160.06,389.5,umbrella
239,000000008436.jpg,640,640,286.72,371.85,355.63,516.56,umbrella
240,000000008436.jpg,640,640,424.27,248.81,510.56,487.55,umbrella
241,000000008436.jpg,640,640,477.48,277.57,572.4,539.33,umbrella
242,000000008436.jpg,640,640,545.94,343.72,640.0,618.99,umbrella
243,000000008436.jpg,640,640,361.34,297.44,441.67,536.13,umbrella
244,000000008458.jpg,640,427,137.16,0.0,207.77,93.98,dog
245,000000008458.jpg,640,427,2.58,95.48,365.16,583.23,dog
246,000000008458.jpg,640,427,307.77,0.57,425.7,145.83,dog
247,000000008549.jpg,480,640,1.08,0.0,520.0,387.03,elephant
248,000000008816.jpg,371,500,310.46,150.38,342.01,207.39,elephant
249,000000008816.jpg,371,500,293.12,172.41,396.05,246.46,elephant
250,000000016412.jpg,459,640,3.09,55.7,121.71,103.15,umbrella
251,000000016412.jpg,459,640,275.78,98.38,334.02,114.8,umbrella
252,000000016412.jpg,459,640,23.18,100.09,142.39,332.91,umbrella
253,000000016412.jpg,459,640,496.14,110.31,639.74,232.26,umbrella
254,000000016412.jpg,459,640,195.7,49.2,279.27,151.99,umbrella
255,000000016412.jpg,459,640,1.03,87.35,52.72,338.56,umbrella
256,000000016412.jpg,459,640,307.64,111.2,524.85,237.01,umbrella
257,000000016412.jpg,459,640,117.66,56.13,272.02,143.26,umbrella
258,000000016412.jpg,459,640,260.82,108.52,351.96,177.66,umbrella
259,000000016412.jpg,459,640,129.67,74.72,222.3,344.35,umbrella
260,000000016483.jpg,428,640,19.0,127.0,592.0,239.0,umbrella
261,000000016483.jpg,428,640,619.54,282.46,635.44,296.99,umbrella
262,000000016483.jpg,428,640,604.94,261.42,607.56,268.51,umbrella
263,000000016483.jpg,428,640,320.02,225.5,323.55,228.44,umbrella
264,000000016483.jpg,428,640,0.0,225.0,639.0,427.0,umbrella
265,000000016483.jpg,428,640,237.99,196.64,240.31,199.85,umbrella
266,000000016483.jpg,428,640,229.25,181.77,233.61,187.09,umbrella
267,000000016483.jpg,428,640,84.67,187.1,89.39,191.74,umbrella
268,000000016483.jpg,428,640,183.92,205.25,187.07,208.17,umbrella
269,000000016483.jpg,428,640,294.13,156.55,299.18,161.32,umbrella
270,000000016483.jpg,428,640,259.26,262.61,297.09,376.74,umbrella
271,000000016483.jpg,428,640,209.12,299.5,252.27,347.72,umbrella
272,000000016483.jpg,428,640,543.65,93.07,560.72,104.61,umbrella
273,000000016483.jpg,428,640,186.26,243.61,211.21,256.41,umbrella
274,000000016483.jpg,428,640,227.14,245.32,256.21,257.1,umbrella
275,000000016483.jpg,428,640,383.42,293.47,411.89,330.73,umbrella
276,000000016483.jpg,428,640,410.44,291.4,437.5,327.04,umbrella
277,000000016483.jpg,428,640,367.06,288.36,392.92,316.51,umbrella
278,000000016483.jpg,428,640,422.85,295.63,454.47,332.32,umbrella
279,000000016483.jpg,428,640,336.39,294.23,372.94,331.5,umbrella
280,000000016483.jpg,428,640,572.86,263.48,587.6,302.07,umbrella
281,000000016483.jpg,428,640,625.16,253.54,637.06,302.77,umbrella
282,000000016483.jpg,428,640,289.68,242.03,325.89,256.29,umbrella
283,000000016483.jpg,428,640,258.65,242.17,290.93,255.38,umbrella
284,000000016483.jpg,428,640,23.57,299.04,66.94,345.53,umbrella
285,000000016483.jpg,428,640,106.7,337.99,148.84,398.01,umbrella
286,000000016483.jpg,428,640,285.97,294.56,317.64,346.38,umbrella
287,000000016483.jpg,428,640,59.61,278.96,85.63,306.19,umbrella
288,000000016483.jpg,428,640,412.63,206.85,417.98,211.44,umbrella
289,000000016483.jpg,428,640,369.68,237.07,435.5,264.77,umbrella
290,000000016483.jpg,428,640,310.99,259.88,324.48,293.67,umbrella
291,000000016483.jpg,428,640,487.42,34.74,494.23,43.66,umbrella
292,000000016483.jpg,428,640,115.8,239.91,141.32,254.31,umbrella
293,000000016483.jpg,428,640,61.55,240.11,93.56,253.05,umbrella
294,000000016483.jpg,428,640,148.42,243.82,178.39,253.32,umbrella
295,000000016483.jpg,428,640,197.33,179.28,200.15,182.43,umbrella
296,000000016483.jpg,428,640,190.11,189.86,195.31,194.14,umbrella
297,000000016483.jpg,428,640,263.81,270.84,286.57,299.95,umbrella
298,000000016483.jpg,428,640,292.53,256.21,314.29,303.72,umbrella
299,000000016483.jpg,428,640,330.64,169.06,335.97,174.24,umbrella
300,000000016483.jpg,428,640,389.6,155.62,391.54,157.56,umbrella
301,000000016483.jpg,428,640,118.21,286.73,148.97,324.33,umbrella
302,000000016483.jpg,428,640,596.37,268.15,617.53,325.64,umbrella
303,000000016483.jpg,428,640,545.05,220.42,640.0,252.14,umbrella
304,000000016518.jpg,427,640,436.94,0.02,640.0,243.18,elephant
305,000000016518.jpg,427,640,0.96,0.0,284.99,168.72,elephant
306,000000016518.jpg,427,640,0.0,119.94,293.62,358.87,elephant
307,000000016518.jpg,427,640,207.04,129.3,526.23,366.15,elephant
308,000000016631.jpg,640,427,327.79,577.22,348.64,637.4,umbrella
309,000000016631.jpg,640,427,352.33,562.5,361.15,611.32,umbrella
310,000000016631.jpg,640,427,100.69,556.04,111.73,597.71,umbrella
311,000000016631.jpg,640,427,124.86,556.92,146.37,615.14,umbrella
312,000000016631.jpg,640,427,362.38,452.35,385.7,475.16,umbrella
313,000000016631.jpg,640,427,113.21,562.08,144.1,568.06,umbrella
314,000000016631.jpg,640,427,215.61,563.03,225.85,602.75,umbrella
315,000000016631.jpg,640,427,251.15,566.9,260.83,600.77,umbrella
316,000000016631.jpg,640,427,301.35,572.0,328.9,637.1,umbrella
317,000000016631.jpg,640,427,263.19,567.58,287.62,627.19,umbrella
318,000000016631.jpg,640,427,109.01,565.8,130.53,621.48,umbrella
319,000000016677.jpg,480,640,365.41,326.49,544.86,366.49,dog
320,000000016677.jpg,480,640,69.03,318.2,248.09,378.61,dog
321,000000016677.jpg,480,640,328.99,298.46,537.17,351.31,dog
322,000000016677.jpg,480,640,37.75,351.64,235.15,474.61,dog
323,000000016677.jpg,480,640,489.49,274.51,640.0,331.61,dog
324,000000016677.jpg,480,640,477.51,245.42,639.86,287.48,dog
325,000000016677.jpg,480,640,1.45,440.94,119.69,480.0,dog
326,000000016677.jpg,480,640,391.89,362.32,617.0,427.92,dog
327,000000016677.jpg,480,640,283.69,348.4,453.03,388.31,dog
328,000000016677.jpg,480,640,425.77,407.49,609.76,475.51,dog
329,000000016677.jpg,480,640,306.21,398.28,466.55,472.76,dog
330,000000016677.jpg,480,640,210.27,379.07,417.41,480.0,dog
331,000000016677.jpg,480,640,252.79,156.38,410.47,230.18,dog
332,000000016677.jpg,480,640,0.0,296.0,639.0,479.0,dog
333,000000016677.jpg,480,640,362.91,272.35,483.45,309.13,dog
334,000000016704.jpg,424,640,226.77,64.79,609.8,358.26,elephant
335,000000016730.jpg,500,375,0.0,407.3,154.06,500.0,dog
336,000000016905.jpg,424,640,481.17,175.32,608.84,418.28,elephant
337,000000016905.jpg,424,640,61.53,183.69,73.2,245.06,elephant
338,000000016905.jpg,424,640,160.61,299.91,243.67,359.13,elephant
339,000000016905.jpg,424,640,97.7,107.28,405.98,391.84,elephant
340,000000016905.jpg,424,640,259.09,21.24,332.59,102.16,elephant
341,000000016905.jpg,424,640,0.95,123.87,110.53,285.84,elephant
342,000000016905.jpg,424,640,278.22,201.04,364.93,418.28,elephant
343,000000016905.jpg,424,640,329.43,29.25,417.24,162.27,elephant
344,000000024664.jpg,480,640,445.48,127.28,640.0,474.61,dog
345,000000024664.jpg,480,640,331.15,0.0,611.6,197.39,dog
346,000000024664.jpg,480,640,72.73,54.55,640.0,474.42,dog
347,000000024737.jpg,425,640,382.87,364.35,488.7,424.21,umbrella
348,000000024737.jpg,425,640,439.33,286.81,509.09,344.69,umbrella
349,000000024737.jpg,425,640,0.96,14.84,429.79,419.74,umbrella
350,000000024737.jpg,425,640,493.56,320.72,530.15,351.58,umbrella
351,000000024762.jpg,463,640,2.08,2.08,640.0,455.72,dog
352,000000024762.jpg,463,640,224.03,184.78,547.01,418.15,dog
353,000000024762.jpg,463,640,176.88,138.38,419.3,271.56,dog
354,000000024805.jpg,640,427,44.45,138.25,427.0,640.0,bear
355,000000024808.jpg,426,640,0.09,89.61,72.09,181.82,umbrella
356,000000024808.jpg,426,640,488.88,150.29,539.47,287.65,umbrella
357,000000024808.jpg,426,640,555.69,143.23,593.39,307.34,umbrella
358,000000024808.jpg,426,640,407.12,169.94,420.82,211.71,umbrella
359,000000024808.jpg,426,640,462.43,159.23,492.12,285.93,umbrella
360,000000024808.jpg,426,640,271.37,263.68,325.71,309.19,umbrella
361,000000024808.jpg,426,640,100.04,177.45,111.41,207.32,umbrella
362,000000024808.jpg,426,640,432.45,154.25,460.14,205.34,umbrella
363,000000024808.jpg,426,640,209.0,131.0,559.0,425.0,umbrella
364,000000024808.jpg,426,640,80.1,145.69,111.87,212.46,umbrella
365,000000024808.jpg,426,640,161.01,179.8,171.02,201.78,umbrella
366,000000024808.jpg,426,640,385.93,163.16,388.85,168.37,umbrella
367,000000024808.jpg,426,640,98.41,158.91,130.27,251.82,umbrella
368,000000024808.jpg,426,640,42.79,117.84,105.72,293.96,umbrella
369,000000024808.jpg,426,640,0.0,167.01,34.41,308.03,umbrella
370,000000024808.jpg,426,640,580.62,116.76,640.0,345.01,umbrella
371,000000024808.jpg,426,640,132.49,164.12,163.48,248.54,umbrella
372,000000024808.jpg,426,640,167.28,125.72,229.08,347.88,umbrella
373,000000024808.jpg,426,640,219.5,158.3,259.14,334.97,umbrella
374,000000024808.jpg,426,640,242.79,136.83,391.54,250.97,umbrella
375,000000024808.jpg,426,640,139.67,187.04,143.03,190.32,umbrella
376,000000024808.jpg,426,640,545.25,184.04,559.72,207.1,umbrella
377,000000024808.jpg,426,640,280.09,211.72,289.5,219.25,umbrella
378,000000024861.jpg,480,640,396.94,266.1,640.0,480.0,dog
379,000000024861.jpg,480,640,0.97,167.22,511.87,472.41,dog
380,000000024894.jpg,428,640,138.5,89.51,619.4,418.45,bear
381,000000024935.jpg,419,640,287.13,224.41,377.3,253.35,dog
382,000000024935.jpg,419,640,259.92,251.67,382.58,346.81,dog
383,000000024935.jpg,419,640,288.71,276.61,476.18,414.4,dog
384,000000024935.jpg,419,640,153.48,86.62,301.3,376.63,dog
385,000000024935.jpg,419,640,229.36,264.33,276.47,349.51,dog
386,000000025191.jpg,480,640,298.79,145.62,634.25,308.49,elephant
387,000000025191.jpg,480,640,9.96,118.66,389.27,314.37,elephant
388,000000025273.jpg,640,426,131.68,33.07,219.2,153.43,elephant
389,000000025273.jpg,640,426,25.95,131.89,324.32,609.01,elephant
390,000000025273.jpg,640,426,373.09,335.25,396.27,379.34,elephant
391,000000025273.jpg,640,426,289.43,332.17,305.62,365.66,elephant
392,000000025273.jpg,640,426,304.96,335.86,321.23,367.35,elephant
393,000000028930.jpg,640,480,212.85,342.65,332.22,476.4,bear
394,000000028930.jpg,640,480,160.28,126.77,300.24,215.84,bear
