file_name, width, height,id,xmin,ymin,xmax,ymax,class,text_label
000000000927.jpg,612,612,927,102.38,62.4,137.23,184.03,4,backpack
000000000927.jpg,612,612,927,275.0,197.91,311.73,212.22,4,backpack
000000000927.jpg,612,612,927,188.87,77.9,238.94,223.05,4,backpack
000000000927.jpg,612,612,927,331.44,35.53,470.35,555.38,4,backpack
000000000927.jpg,612,612,927,228.23,116.57,296.98,173.6,4,backpack
000000000927.jpg,612,612,927,134.9,86.37,166.03,192.76,4,backpack
000000000927.jpg,612,612,927,354.81,106.6,397.95,172.58999999999995,4,backpack
000000004338.jpg,443,640,4338,273.24,276.86,348.38,348.11,3,bear
000000006437.jpg,640,426,6437,87.73,23.01,425.71,488.99,3,bear
000000006481.jpg,640,427,6481,15.82,1.44,348.04,523.5100000000001,3,bear
000000008285.jpg,480,640,8285,108.86,430.12,236.96,480.0,5,umbrella
000000008285.jpg,480,640,8285,0.03,428.97,34.57,479.4,5,umbrella
000000008285.jpg,480,640,8285,21.57,185.53,146.7,331.15,5,umbrella
000000008285.jpg,480,640,8285,29.89,315.06,84.63,424.09,5,umbrella
000000008285.jpg,480,640,8285,504.35,389.45,578.04,461.42,5,umbrella
000000008285.jpg,480,640,8285,298.28,320.62,329.80999999999995,422.0,5,umbrella
000000008285.jpg,480,640,8285,343.01,364.58,485.39,473.53,5,umbrella
000000008285.jpg,480,640,8285,255.71,370.29,331.56,472.14,5,umbrella
000000008285.jpg,480,640,8285,142.22,348.44,267.85,474.07,5,umbrella
000000008285.jpg,480,640,8285,175.82,40.28,469.59,329.92,5,umbrella
000000008285.jpg,480,640,8285,0.0,334.38,120.81,480.0,5,umbrella
000000008350.jpg,430,640,8350,4.43,0.48,209.95,429.93,1,dog
000000008350.jpg,430,640,8350,373.26,93.27,600.02,192.85,1,dog
000000008351.jpg,481,640,8351,0.97,92.99,336.89000000000004,469.8,1,dog
000000008351.jpg,481,640,8351,102.03,130.21,411.04,478.08,1,dog
000000008351.jpg,481,640,8351,434.19,117.03,564.3,249.87,1,dog
000000008401.jpg,427,640,8401,12.5,141.37,216.39,342.37,3,bear
000000008401.jpg,427,640,8401,314.01,184.62,433.01,276.72,3,bear
000000008401.jpg,427,640,8401,504.7,90.41,583.5799999999999,248.17,3,bear
000000008436.jpg,640,640,8436,256.0,248.81,398.38,395.51,5,umbrella
000000008436.jpg,640,640,8436,46.39,234.05,181.06,471.69,5,umbrella
000000008436.jpg,640,640,8436,96.38,252.73,225.74,476.29,5,umbrella
000000008436.jpg,640,640,8436,173.44,237.01,289.5,482.05,5,umbrella
000000008436.jpg,640,640,8436,106.88,300.1,160.06,389.5,5,umbrella
000000008436.jpg,640,640,8436,286.72,371.85,355.63,516.5600000000001,5,umbrella
000000008436.jpg,640,640,8436,424.27,248.81,510.56,487.55,5,umbrella
000000008436.jpg,640,640,8436,477.48,277.57,572.4,539.3299999999999,5,umbrella
000000008436.jpg,640,640,8436,545.94,343.72,640.0,618.99,5,umbrella
000000008436.jpg,640,640,8436,361.34,297.44,441.67,536.13,5,umbrella
000000008458.jpg,640,427,8458,137.16,0.0,207.77,93.98,1,dog
000000008458.jpg,640,427,8458,2.58,95.48,365.16,583.23,1,dog
000000008458.jpg,640,427,8458,307.77,0.57,425.7,145.82999999999998,1,dog
000000008549.jpg,480,640,8549,1.08,0.0,520.0,387.03,2,elephant
000000008816.jpg,371,500,8816,310.46,150.38,342.01,207.39,2,elephant
000000008816.jpg,371,500,8816,293.12,172.41,396.05,246.46,2,elephant
000000016412.jpg,459,640,16412,3.09,55.7,121.71,103.15,5,umbrella
000000016412.jpg,459,640,16412,275.78,98.38,334.02,114.8,5,umbrella
000000016412.jpg,459,640,16412,23.18,100.09,142.39,332.91,5,umbrella
000000016412.jpg,459,640,16412,496.14,110.31,639.74,232.26,5,umbrella
000000016412.jpg,459,640,16412,195.7,49.2,279.27,151.99,5,umbrella
000000016412.jpg,459,640,16412,1.03,87.35,52.72,338.56,5,umbrella
000000016412.jpg,459,640,16412,307.64,111.2,524.85,237.01,5,umbrella
000000016412.jpg,459,640,16412,117.66,56.13,272.02,143.26,5,umbrella
000000016412.jpg,459,640,16412,260.82,108.52,351.96,177.66,5,umbrella
000000016412.jpg,459,640,16412,129.67,74.72,222.3,344.35,5,umbrella
000000016483.jpg,428,640,16483,19.0,127.0,592.0,239.0,5,umbrella
000000016483.jpg,428,640,16483,619.54,282.46,635.4399999999999,296.98999999999995,5,umbrella
000000016483.jpg,428,640,16483,604.94,261.42,607.5600000000001,268.51,5,umbrella
000000016483.jpg,428,640,16483,320.02,225.5,323.54999999999995,228.44,5,umbrella
000000016483.jpg,428,640,16483,0.0,225.0,639.0,427.0,5,umbrella
000000016483.jpg,428,640,16483,237.99,196.64,240.31,199.85,5,umbrella
000000016483.jpg,428,640,16483,229.25,181.77,233.61,187.09,5,umbrella
000000016483.jpg,428,640,16483,84.67,187.1,89.39,191.74,5,umbrella
000000016483.jpg,428,640,16483,183.92,205.25,187.07,208.17,5,umbrella
000000016483.jpg,428,640,16483,294.13,156.55,299.18,161.32000000000002,5,umbrella
000000016483.jpg,428,640,16483,259.26,262.61,297.09,376.74,5,umbrella
000000016483.jpg,428,640,16483,209.12,299.5,252.27,347.72,5,umbrella
000000016483.jpg,428,640,16483,543.65,93.07,560.72,104.61,5,umbrella
000000016483.jpg,428,640,16483,186.26,243.61,211.21,256.41,5,umbrella
000000016483.jpg,428,640,16483,227.14,245.32,256.21,257.1,5,umbrella
000000016483.jpg,428,640,16483,383.42,293.47,411.89,330.73,5,umbrella
000000016483.jpg,428,640,16483,410.44,291.4,437.5,327.04,5,umbrella
000000016483.jpg,428,640,16483,367.06,288.36,392.92,316.51,5,umbrella
000000016483.jpg,428,640,16483,422.85,295.63,454.47,332.32,5,umbrella
000000016483.jpg,428,640,16483,336.39,294.23,372.94,331.5,5,umbrella
000000016483.jpg,428,640,16483,572.86,263.48,587.6,302.07000000000005,5,umbrella
000000016483.jpg,428,640,16483,625.16,253.54,637.06,302.77,5,umbrella
000000016483.jpg,428,640,16483,289.68,242.03,325.89,256.29,5,umbrella
000000016483.jpg,428,640,16483,258.65,242.17,290.92999999999995,255.38,5,umbrella
000000016483.jpg,428,640,16483,23.57,299.04,66.94,345.53000000000003,5,umbrella
000000016483.jpg,428,640,16483,106.7,337.99,148.84,398.01,5,umbrella
000000016483.jpg,428,640,16483,285.97,294.56,317.64000000000004,346.38,5,umbrella
000000016483.jpg,428,640,16483,59.61,278.96,85.63,306.19,5,umbrella
000000016483.jpg,428,640,16483,412.63,206.85,417.98,211.44,5,umbrella
000000016483.jpg,428,640,16483,369.68,237.07,435.5,264.77,5,umbrella
000000016483.jpg,428,640,16483,310.99,259.88,324.48,293.67,5,umbrella
000000016483.jpg,428,640,16483,487.42,34.74,494.23,43.66,5,umbrella
000000016483.jpg,428,640,16483,115.8,239.91,141.32,254.31,5,umbrella
000000016483.jpg,428,640,16483,61.55,240.11,93.56,253.05,5,umbrella
000000016483.jpg,428,640,16483,148.42,243.82,178.39,253.32,5,umbrella
000000016483.jpg,428,640,16483,197.33,179.28,200.15,182.43,5,umbrella
000000016483.jpg,428,640,16483,190.11,189.86,195.31,194.14,5,umbrella
000000016483.jpg,428,640,16483,263.81,270.84,286.57,299.95,5,umbrella
000000016483.jpg,428,640,16483,292.53,256.21,314.29,303.72,5,umbrella
000000016483.jpg,428,640,16483,330.64,169.06,335.97,174.24,5,umbrella
000000016483.jpg,428,640,16483,389.6,155.62,391.54,157.56,5,umbrella
000000016483.jpg,428,640,16483,118.21,286.73,148.97,324.33000000000004,5,umbrella
000000016483.jpg,428,640,16483,596.37,268.15,617.53,325.64,5,umbrella
000000016483.jpg,428,640,16483,545.05,220.42,640.0,252.14,5,umbrella
000000016518.jpg,427,640,16518,436.94,0.02,640.0,243.18,2,elephant
000000016518.jpg,427,640,16518,0.96,0.0,284.98999999999995,168.72,2,elephant
000000016518.jpg,427,640,16518,0.0,119.94,293.62,358.87,2,elephant
000000016518.jpg,427,640,16518,207.04,129.3,526.23,366.15,2,elephant
000000016631.jpg,640,427,16631,327.79,577.22,348.64000000000004,637.4,5,umbrella
000000016631.jpg,640,427,16631,352.33,562.5,361.15,611.32,5,umbrella
000000016631.jpg,640,427,16631,100.69,556.04,111.73,597.7099999999999,5,umbrella
000000016631.jpg,640,427,16631,124.86,556.92,146.37,615.14,5,umbrella
000000016631.jpg,640,427,16631,362.38,452.35,385.7,475.16,5,umbrella
000000016631.jpg,640,427,16631,113.21,562.08,144.1,568.0600000000001,5,umbrella
000000016631.jpg,640,427,16631,215.61,563.03,225.85,602.75,5,umbrella
000000016631.jpg,640,427,16631,251.15,566.9,260.83,600.77,5,umbrella
000000016631.jpg,640,427,16631,301.35,572.0,328.90000000000003,637.1,5,umbrella
000000016631.jpg,640,427,16631,263.19,567.58,287.62,627.19,5,umbrella
000000016631.jpg,640,427,16631,109.01,565.8,130.53,621.4799999999999,5,umbrella
000000016677.jpg,480,640,16677,365.41,326.49,544.86,366.49,1,dog
000000016677.jpg,480,640,16677,69.03,318.2,248.09,378.61,1,dog
000000016677.jpg,480,640,16677,328.99,298.46,537.1700000000001,351.31,1,dog
000000016677.jpg,480,640,16677,37.75,351.64,235.15,474.61,1,dog
000000016677.jpg,480,640,16677,489.49,274.51,640.0,331.61,1,dog
000000016677.jpg,480,640,16677,477.51,245.42,639.86,287.48,1,dog
000000016677.jpg,480,640,16677,1.45,440.94,119.69,480.0,1,dog
000000016677.jpg,480,640,16677,391.89,362.32,617.0,427.92,1,dog
000000016677.jpg,480,640,16677,283.69,348.4,453.03,388.31,1,dog
000000016677.jpg,480,640,16677,425.77,407.49,609.76,475.51,1,dog
000000016677.jpg,480,640,16677,306.21,398.28,466.55,472.76,1,dog
000000016677.jpg,480,640,16677,210.27,379.07,417.41,480.0,1,dog
000000016677.jpg,480,640,16677,252.79,156.38,410.47,230.18,1,dog
000000016677.jpg,480,640,16677,0.0,296.0,639.0,479.0,1,dog
000000016677.jpg,480,640,16677,362.91,272.35,483.4500000000001,309.13,1,dog
000000016704.jpg,424,640,16704,226.77,64.79,609.8,358.26000000000005,2,elephant
000000016730.jpg,500,375,16730,0.0,407.3,154.06,500.0,1,dog
000000016905.jpg,424,640,16905,481.17,175.32,608.84,418.28,2,elephant
000000016905.jpg,424,640,16905,61.53,183.69,73.2,245.06,2,elephant
000000016905.jpg,424,640,16905,160.61,299.91,243.67,359.13,2,elephant
000000016905.jpg,424,640,16905,97.7,107.28,405.98,391.84,2,elephant
000000016905.jpg,424,640,16905,259.09,21.24,332.59,102.16,2,elephant
000000016905.jpg,424,640,16905,0.95,123.87,110.53,285.84000000000003,2,elephant
000000016905.jpg,424,640,16905,278.22,201.04,364.93,418.28,2,elephant
000000016905.jpg,424,640,16905,329.43,29.25,417.24,162.27,2,elephant
000000024664.jpg,480,640,24664,445.48,127.28,640.0,474.61,1,dog
000000024664.jpg,480,640,24664,331.15,0.0,611.5999999999999,197.39,1,dog
000000024664.jpg,480,640,24664,72.73,54.55,640.0,474.42,1,dog
000000024737.jpg,425,640,24737,382.87,364.35,488.7,424.21,5,umbrella
000000024737.jpg,425,640,24737,439.33,286.81,509.09,344.69,5,umbrella
000000024737.jpg,425,640,24737,0.96,14.84,429.79,419.74,5,umbrella
000000024737.jpg,425,640,24737,493.56,320.72,530.15,351.58000000000004,5,umbrella
000000024762.jpg,463,640,24762,2.08,2.08,640.0,455.72,1,dog
000000024762.jpg,463,640,24762,224.03,184.78,547.01,418.15,1,dog
000000024762.jpg,463,640,24762,176.88,138.38,419.3,271.56,1,dog
000000024805.jpg,640,427,24805,44.45,138.25,427.0,640.0,3,bear
000000024808.jpg,426,640,24808,0.09,89.61,72.09,181.82,5,umbrella
000000024808.jpg,426,640,24808,488.88,150.29,539.47,287.65,5,umbrella
000000024808.jpg,426,640,24808,555.69,143.23,593.3900000000001,307.34000000000003,5,umbrella
000000024808.jpg,426,640,24808,407.12,169.94,420.82,211.71,5,umbrella
000000024808.jpg,426,640,24808,462.43,159.23,492.12,285.93,5,umbrella
000000024808.jpg,426,640,24808,271.37,263.68,325.71000000000004,309.19,5,umbrella
000000024808.jpg,426,640,24808,100.04,177.45,111.41,207.32,5,umbrella
